0.0376251514		   0.0392627766		  0.0383985046		  291.0051440508		  0.2375328642		  23.2262105797 
0.0392627766		   0.0409020393		  0.0400368711		  280.1016141529		  0.2189373567		  17.0984696477 
0.0409020393		   0.0425429414		  0.0416768613		  270.2528944052		  0.2076223790		  13.4478908186 
0.0425429414		   0.0441854843		  0.0433186167		  260.6820175414		  0.1984586390		  10.1717465902 
0.0441854843		   0.0458296698		  0.0449618866		  251.9797540616		  0.1907826352		  8.0447327060 
0.0458296698		   0.0474754995		  0.0466068175		  243.1441591053		  0.1834852086		  6.2335182540 
0.0474754995		   0.0491229750		  0.0482535013		  234.9974097436		  0.1769536675		  5.0968363444 
0.0491229750		   0.0507720979		  0.0499016937		  227.2426519267		  0.1708685441		  4.3505426523 
0.0507720979		   0.0524228700		  0.0515515767		  219.5491147416		  0.1649515786		  3.6450454427 
0.0524228700		   0.0540752929		  0.0532032025		  212.2646285290		  0.1594091036		  3.0792340740 
0.0540752929		   0.0557293682		  0.0548563367		  205.1229408576		  0.1540402721		  2.5464090701 
0.0557293682		   0.0573850976		  0.0565111833		  198.3895199917		  0.1489908119		  2.2725068016 
0.0573850976		   0.0590424827		  0.0581677656		  191.8039499854		  0.1440986791		  2.0145712602 
0.0590424827		   0.0607015251		  0.0598258601		  185.3874040183		  0.1393607665		  1.7709702927 
0.0607015251		   0.0623622267		  0.0614856819		  179.1215164090		  0.1347494888		  1.6259293003 
0.0623622267		   0.0640245889		  0.0631472365		  173.1023868138		  0.1303377067		  1.4892905005 
0.0640245889		   0.0656886135		  0.0648103085		  167.2811249669		  0.1260634716		  1.3583881041 
0.0656886135		   0.0673543021		  0.0664751172		  161.6212161451		  0.1219283634		  1.2352034999 
0.0673543021		   0.0690216564		  0.0681416603		  156.0832155323		  0.1178980255		  1.1317312261 
0.0690216564		   0.0706906781		  0.0698097264		  150.7186240505		  0.1140002772		  1.0337570870 
0.0706906781		   0.0723613687		  0.0714795340		  145.6980223460		  0.1103447231		  0.9415365529 
